0,1
0,2
0.1,3
0.29,4
14.04,5
28.98,6
53.1,7
131.14,8
219.08,9
307.35,10
395.83,11
484.32,12
572.94,13
662.54,14
752.18,15
841.9,16
932.11,17
1022.36,18
1115.25,19
1208.4,20
1301.59,21
1395.1,22
1488.86,23
1582.67,24
1676.52,25
1770.52,26
1864.56,27
1958.6,28
2052.65,29
2146.76,30
2240.89,31
2335.05,32
2429.43,33
2523.9,34
2618.68,35
2713.48,36
2808.44,37
2903.42,38
2998.42,39
3093.5,40
3188.77,41
3284.13,42
3379.58,43
3475.04,44
3570.57,45
3666.17,46
3761.81,47
3857.45,48
3953.24,49
4049.06,50
4144.89,51
4240.77,52
4336.77,53
4433,54
4529.26,55
4625.55,56
4721.99,57
4818.51,58
4915.04,59
5011.65,60
5108.29,61
5205,62
5301.78,63
5398.56,64
5495.37,65
5592.34,66
5689.34,67
5786.35,68
5883.37,69
5980.4,70
6077.46,71
6174.52,72
6271.61,73
6368.72,74
6465.83,75
6562.95,76
6660.11,77
6757.33,78
6854.57,79
6951.83,80
7049.13,81
7146.46,82
7243.84,83
7341.24,84
7438.69,85
7536.21,86
7633.75,87
7731.3,88
7828.87,89
7926.51,90
8024.16,91
8121.84,92
8219.52,93
8317.23,94
8414.94,95
8512.66,96
8610.42,97
8708.21,98
8806.06,99
8903.94,100
9001.87,101
9099.83,102
9197.82,103
9295.82,104
9393.84,105
9491.9,106
9590,107
9688.13,108
9786.26,109
9884.43,110
9982.69,111
10081,112
10179.2,113
10277.5,114
10375.8,115
10474.1,116
10572.5,117
10670.9,118
10769.2,119
10867.6,120
10966.1,121
11064.5,122
11163,123
11261.5,124
11360,125
11458.5,126
11557.1,127
11655.7,128
11754.5,129
11853.3,130
11952.1,131
12051,132
12150,133
12248.9,134
12348,135
12447.1,136
12546.3,137
