0,1
0,2
0.12,3
0.3,4
6.16,5
19.72,6
35.12,7
52.86,8
144.8,9
237.42,10
330.42,11
424.17,12
518.33,13
612.5,14
706.95,15
801.46,16
896.06,17
990.67,18
1085.29,19
1179.93,20
1274.7,21
1369.66,22
1465.06,23
1560.51,24
1655.98,25
1751.54,26
1847.33,27
1943.19,28
2039.07,29
2135.05,30
2231.06,31
2327.14,32
2423.24,33
2519.35,34
2615.68,35
2712.03,36
2808.45,37
2904.96,38
3001.53,39
3098.13,40
3194.81,41
3291.55,42
3388.33,43
3485.11,44
3581.92,45
3678.75,46
3775.6,47
3872.65,48
3969.7,49
4066.88,50
4164.06,51
4261.25,52
4358.46,53
4455.69,54
4552.96,55
4650.25,56
4747.59,57
4844.94,58
4942.36,59
5039.79,60
5137.37,61
5235.02,62
5332.7,63
5430.45,64
5528.21,65
5625.99,66
5723.78,67
5821.57,68
5919.38,69
6017.2,70
6115.07,71
6213,72
6310.97,73
6408.98,74
6507,75
6605.05,76
6703.12,77
6801.19,78
6899.33,79
6997.53,80
7095.73,81
7193.96,82
7292.2,83
7390.48,84
7488.77,85
7587.11,86
7685.51,87
7783.91,88
7882.37,89
7980.85,90
8079.39,91
8177.98,92
8276.59,93
8375.21,94
8473.85,95
8572.52,96
8671.23,97
8769.96,98
8868.71,99
8967.51,100
9066.37,101
9165.38,102
9264.4,103
9363.46,104
9462.57,105
9561.72,106
9661.04,107
9760.36,108
9859.75,109
9959.21,110
10058.7,111
10158.2,112
10257.8,113
10357.3,114
10456.9,115
10556.5,116
10656.1,117
10755.6,118
10855.2,119
10954.8,120
11054.4,121
11154,122
11253.7,123
11353.3,124
11453,125
11552.6,126
11652.3,127
11752,128
11851.6,129
11951.3,130
12051,131
12150.6,132
12250.3,133
12350,134
12449.7,135
12549.4,136
12649.1,137
