0,1
0,2
0.17,3
0.51,4
16.5,5
45.69,6
75.59,7
156.57,8
238.71,9
321.1,10
403.63,11
486.25,12
569.12,13
652.05,14
735.07,15
818.21,16
901.37,17
984.54,18
1068.05,19
1151.67,20
1235.59,21
1319.54,22
1403.82,23
1488.15,24
1572.52,25
1657.01,26
1741.64,27
1826.27,28
1910.91,29
1995.6,30
2080.41,31
2165.24,32
2250.08,33
2334.94,34
2420,35
2505.21,36
2590.62,37
2676.16,38
2761.83,39
2847.53,40
2933.25,41
3019,42
3104.85,43
3190.8,44
3276.77,45
3362.93,46
3449.39,47
3535.92,48
3622.53,49
3709.16,50
3795.97,51
3883,52
3970.1,53
4057.35,54
4144.6,55
4231.97,56
4319.44,57
4406.93,58
4494.49,59
4582.28,60
4670.14,61
4758.13,62
4846.18,63
4934.38,64
5022.58,65
5110.91,66
5199.26,67
5287.7,68
5376.2,69
5464.71,70
5553.52,71
5642.33,72
5731.14,73
5819.97,74
5908.99,75
5998.03,76
6087.11,77
6176.22,78
6265.4,79
6354.66,80
6443.95,81
6533.34,82
6622.73,83
6712.18,84
6801.9,85
6891.63,86
6981.42,87
7071.27,88
7161.17,89
7251.26,90
7341.35,91
7431.46,92
7521.58,93
7611.71,94
7701.95,95
7792.23,96
7882.53,97
7972.96,98
8063.41,99
8153.86,100
8244.33,101
8334.88,102
8425.44,103
8516.23,104
8607.07,105
8697.94,106
8788.86,107
8880.12,108
8971.48,109
9062.85,110
9154.91,111
9247.05,112
9339.68,113
9432.53,114
9525.93,115
9619.79,116
9714.49,117
9809.48,118
9904.66,119
10000.3,120
10095.9,121
10192,122
10288.3,123
10384.8,124
10481.7,125
10578.7,126
10675.7,127
10773.1,128
10870.6,129
10968.2,130
11065.8,131
11163.5,132
11261.3,133
11359.2,134
11457.1,135
11555.1,136
11653.4,137
